TokenPattern	PatternLength
class-block-expr_stmt-expr-call-argument_list-argument-expr-block-expr-call-name-name	85
constructor-block-block-block_content-try-block-block_content-expr_stmt-expr-operator	85
class-block-function-block-block_content-decl_stmt-decl-init-expr-block-expr-operator	85
function-block-block_content-expr_stmt-expr-block-for-control-condition-expr-operator	85
for-control-init-decl-block-block_content-function-parameter_list-parameter-decl-name	85
function-block-block_content-expr_stmt-expr-block-block_content-return-expr-call-name	85
class-block-class-block-constructor-block-block_content-decl_stmt-decl-type-name-name	85
try-catch-block-block_content-expr_stmt-expr-throws-argument-expr-block-expr-operator	85
decl_stmt-decl-block-block_content-if_stmt-if-block-block_content-decl_stmt-decl-name	85
block-block_content-class-block-decl_stmt-decl-block-block_content-function-type-name	85
block-block_content-class-block-decl_stmt-decl-block-block_content-expr_stmt-operator	85
class-block-constructor-block-block_content-for-control-condition-expr-call-name-name	85
for-block-block_content-class-block-function-block-block_content-return-expr-operator	85
function-block-block_content-expr_stmt-expr-name-name-argument_list-argument-operator	85
if_stmt-else-block-block_content-throw-expr-call-argument_list-argument-expr-operator	85
class-block-class-block-expr_stmt-expr-throws-argument-expr-block-expr-call-name-name	85
block-block_content-if_stmt-if-block-block_content-decl_stmt-decl-init-expr-call-name	85
expr-block-throw-argument_list-argument-expr-call-argument_list-argument-expr-literal	85
catch-block-block_content-catch-block-block_content-expr_stmt-expr-call-name-operator	85
if_stmt-if-block-block_content-decl_stmt-decl-block-block_content-decl_stmt-decl-name	85
class-block-function-block-block_content-try-block-block_content-return-expr-operator	85
expr_stmt-expr-block-if_stmt-if-block-block_content-catch-block-block_content-comment	85
try-block-block_content-expr_stmt-expr-block-block-if_stmt-if-condition-expr-operator	85
try-block-block_content-catch-block-block_content-expr_stmt-expr-block-expr-call-name	85
class-block-class-block-decl_stmt-decl-throws-argument-expr-block-expr-call-name-name	85
class-block-function-block-block_content-return-expr-ternary-condition-expr-name-name	85
try-finally-block-block_content-function-block-block_content-decl_stmt-decl-type-name	85
if_stmt-else-block-block_content-expr_stmt-expr-block-expr-throws-argument-expr-block	85
expr_stmt-expr-block-if_stmt-else-block-block_content-for-control-init-decl-type-name	85
expr_stmt-expr-block-expr-block-expr-block-if_stmt-else-block-block_content-expr_stmt	85
function-block-block_content-catch-block-block_content-return-expr-call-name-operator	85
if_stmt-if-block-block_content-for-block-block_content-expr_stmt-expr-block-call-name	85
synchronized-block-block_content-decl_stmt-decl-type-name-argument_list-argument-name	85
class-block-function-block-block_content-return-expr-ternary-then-expr-call-name-name	85
block-block_content-if_stmt-else-block-block_content-decl_stmt-decl-init-expr-literal	85
do-block-block_content-expr_stmt-expr-block-expr-block-expr-block-expr-block-operator	85
do-block-block_content-expr_stmt-expr-block-expr-throws-argument-expr-block-expr-name	85
block-block_content-if_stmt-if-block-block_content-try-block-block_content-annotation	85
class-block-constructor-block-block_content-expr_stmt-expr-block-expr-block-name-name	85
constructor-block-block_content-constructor-block-block_content-constructor-specifier	85
function-block-block_content-return-expr-class-block-return-expr-block-expr-specifier	85
finally-block-block_content-try-block-block_content-if_stmt-if-condition-expr-literal	85
expr_stmt-expr-block-return-expr-class-block-if_stmt-if-condition-expr-call-name-name	85
class-block-expr_stmt-expr-block-expr-block-expr-throws-argument-expr-block-expr-name	85
function-block-block_content-expr_stmt-expr-block-expr-throws-argument-expr-specifier	85
class-block-class-block-function-block-block_content-do-condition-expr-call-name-name	85
class-block-class-block-expr_stmt-expr-block-if_stmt-if-condition-expr-call-name-name	85
constructor-block-block_content-function-block-block_content-expr_stmt-expr-specifier	85
expr_stmt-expr-block-try-block-block_content-catch-parameter_list-parameter-decl-name	85
try-block-block_content-expr_stmt-expr-call-argument_list-argument-expr-block-comment	85
function-block-block_content-constructor-parameter_list-parameter-decl-type-specifier	85
finally-block-block_content-expr_stmt-expr-block-expr-block-expr-block-expr-specifier	85
catch-block-block_content-class-block-expr_stmt-expr-name-argument_list-argument-name	85
function-block-block_content-expr_stmt-expr-block-catch-block-block_content-expr_stmt	85
finally-block-block_content-expr_stmt-expr-call-argument_list-argument-expr-name-name	85
try-block-block_content-if_stmt-if-block-block_content-expr_stmt-expr-block-expr-name	85
block-block_content-class-block-function-parameter_list-parameter-decl-type-name-name	85
block-block_content-class-block-function-block-block_content-expr_stmt-expr-name-name	85
block-block_content-class-block-function-parameter_list-parameter-decl-type-specifier	85
block-block_content-decl_stmt-decl-init-expr-call-argument_list-argument-expr-literal	85
decl_stmt-decl-block-block_content-if_stmt-if-block-block_content-expr_stmt-expr-name	85
for-block-block_content-if_stmt-if-block-block_content-expr_stmt-expr-block-call-name	85
class-block-function-block-block_content-interface-block-function_decl-parameter_list	85
expr_stmt-expr-call-argument_list-argument-expr-name-name-argument_list-argument-name	85
class-block-class-block-expr_stmt-expr-block-expr-block-expr-block-expr-name-operator	85
if_stmt-if-block-block_content-class-block-constructor-block-block_content-annotation	85
function-block-block_content-interface-block-interface-block-expr_stmt-expr-specifier	85
function-block-block_content-interface-block-expr_stmt-expr-block-expr-call-name-name	85
class-block-function-block-block_content-if_stmt-if-block-block_content-function-name	85
do-if_stmt-else-block-block_content-expr_stmt-expr-name-index-expr-call-name-operator	85
do-if_stmt-else-block-block_content-expr_stmt-expr-name-index-expr-call-argument_list	85
block-block_content-for-block-block_content-for-control-init-decl-type-name-name-name	85
if_stmt-if-block-block_content-expr_stmt-expr-block-expr-block-block-return-expr-name	85
finally-block-block_content-for-block-block_content-expr_stmt-expr-call-name-operator	85
finally-block-block_content-for-block-block_content-expr_stmt-expr-call-argument_list	85
class-block-expr_stmt-expr-block-expr-block-expr-block-if_stmt-if-condition-expr-name	85
function-block-block_content-class-block-expr_stmt-expr-block-expr-call-name-operator	85
interface-block-interface-block-interface-block-interface-block-class-annotation-name	85
function-block-block_content-switch-block-block_content-decl_stmt-decl-init-expr-name	85
interface-block-class-block-decl_stmt-decl-type-name-argument_list-argument-name-name	85
interface-block-class-block-try-block-block_content-expr_stmt-expr-call-name-operator	85
interface-block-class-block-try-block-block_content-expr_stmt-expr-call-argument_list	85
class-block-class-block-if_stmt-if-block-block_content-return-expr-call-name-operator	85
interface-block-class-block-function-block-block_content-expr_stmt-expr-name-operator	85
function-block-block_content-function-annotation-argument_list-argument-expr-operator	85
for-expr_stmt-expr-block-expr-block-return-expr-call-argument_list-argument-expr-name	85
expr-block-call-argument_list-argument-expr-call-argument_list-argument-expr-operator	85
expr_stmt-expr-block-expr-call-argument_list-argument-expr-block-block-expr-call-name	85
expr_stmt-expr-block-expr-block-for-block-block_content-decl_stmt-decl-init-expr-name	85
expr_stmt-expr-call-argument_list-argument-expr-block-expr-call-argument_list-comment	85
try-catch-block-block_content-if_stmt-if-block-block_content-expr_stmt-expr-call-name	85
if_stmt-if-block-block_content-try-block-block_content-if_stmt-if-condition-expr-name	85
if_stmt-if-block-block_content-try-block-block_content-decl_stmt-decl-type-name-index	85
expr_stmt-expr-call-argument_list-argument-expr-name-argument_list-argument-name-name	85
for-control-init-decl-block-block_content-function-block-block_content-for-empty_stmt	85
function-block-block_content-decl_stmt-decl-throws-argument-expr-block-expr-name-name	85
expr_stmt-expr-throws-throws-argument-expr-call-argument_list-argument-expr-specifier	85
expr_stmt-expr-throws-throws-argument-expr-call-argument_list-argument-expr-call-name	85
function-block-block_content-do-if_stmt-if-expr_stmt-expr-block-return-expr-name-name	85
function-block-block_content-do-if_stmt-if-expr_stmt-expr-block-return-expr-call-name	85
class-block-expr_stmt-expr-block-expr-block-expr-block-expr-block-return-expr-comment	85
class-block-function-block-block_content-function-block-block_content-return-operator	85
if_stmt-if-block-block_content-expr_stmt-expr-throws-argument-expr-block-expr-literal	85
try-block-block_content-try-block-block_content-try-block-block_content-function-name	85
if_stmt-else-block-block_content-if_stmt-else-block-block_content-decl_stmt-decl-name	85
if_stmt-else-block-block_content-if_stmt-else-block-block_content-expr_stmt-expr-name	85
catch-block-block_content-return-expr-block-return-expr-block-expr-call-argument_list	85
decl_stmt-decl-block-block_content-function-block-block_content-return-expr-call-name	85
function-block-block_content-return-expr-ternary-else-expr-ternary-then-expr-operator	85
function-block-block_content-return-expr-ternary-else-expr-ternary-else-expr-operator	85
function-block-block_content-synchronized-block-block_content-expr_stmt-expr-operator	85
expr_stmt-expr-block-synchronized-block-block_content-for-control-init-decl-type-name	85
try-block-block_content-expr_stmt-expr-block-if_stmt-if-block-block_content-expr_stmt	85
decl_stmt-decl-block-block_content-expr_stmt-expr-block-block_content-annotation-name	85
try-block-block_content-catch-block-block_content-expr_stmt-expr-block-expr-specifier	85
block-block_content-if_stmt-if-block-block_content-expr_stmt-expr-block-expr-operator	85
try-block-block_content-for-block-block_content-class-block-class-block-function-name	85
try-block-block_content-for-block-block_content-expr_stmt-expr-block-return-expr-name	85
expr_stmt-expr-block-expr-block-catch-block-block_content-expr_stmt-expr-block-return	85
expr_stmt-expr-block-try-block-block_content-for-control-condition-expr-name-operator	85
expr_stmt-expr-block-try-block-block_content-expr_stmt-expr-class-block-expr-operator	85
expr_stmt-expr-class-block-return-expr-class-block-expr_stmt-expr-class-argument_list	85
expr_stmt-expr-class-block-return-expr-block-if_stmt-if-block-block_content-expr_stmt	85
for-block-block_content-function-block-block_content-decl_stmt-decl-init-expr-literal	85
try-catch-block-block_content-finally-block-block_content-synchronized-init-expr-name	85
if_stmt-if-block-block_content-function-parameter_list-parameter-decl-type-name-index	85
function-block-block_content-class-block-function-block-block_content-if_stmt-comment	85
for-expr_stmt-expr-block-while-block-block_content-if_stmt-if-condition-expr-operator	85
expr_stmt-expr-block-expr-class-block-decl_stmt-decl-init-expr-class-block-annotation	85
if_stmt-else-block-block_content-expr_stmt-expr-name-argument_list-argument-name-name	85
catch-block-block_content-function-block-block_content-return-expr-call-name-operator	85
if_stmt-else-block-block_content-try-block-block_content-expr_stmt-expr-name-operator	85
class-block-decl_stmt-decl-init-expr-call-name-name-argument_list-argument-name-index	85
class-block-function-block-block_content-for-block-block_content-throw-expr-call-name	85
expr_stmt-expr-block-expr-block-expr-block-expr-block-expr-ternary-then-expr-operator	85
if_stmt-if-block-block_content-function-block-block_content-class-block-function-name	85
class-block-class-block-class-block-class-block-class-block-class-block-function-name	85
